,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
551,2022,Data Scientist,SE,FT,16335618.00,US,US,L,0
552,2022,Data Scientist,SE,FT,11171558.00,US,US,L,0
553,2022,Data Scientist,SE,FT,14004232.00,US,US,M,100
554,2022,Data Scientist,SE,FT,11458008.00,US,US,M,100
555,2022,Data Engineer,SE,FT,15921857.00,US,US,M,100
556,2022,Data Engineer,SE,FT,12731120.00,US,US,M,100
557,2022,Data Engineer,SE,FT,11537578.00,US,US,M,100
558,2022,Data Engineer,SE,FT,5609650.00,US,US,M,0
559,2022,Data Scientist,SE,FT,16335618.00,US,US,M,0
560,2022,Data Scientist,SE,FT,11171558.00,US,US,M,0
561,2022,Analytics Engineer,SE,FT,16335618.00,US,US,M,0
562,2022,Analytics Engineer,SE,FT,14696487.00,US,US,M,0
563,2022,Data Engineer,SE,FT,13932619.00,US,US,M,100
564,2022,Data Engineer,SE,FT,11159622.00,US,US,M,100
565,2022,Data Analyst,SE,FT,9241997.00,US,US,M,100
566,2022,Data Engineer,SE,FT,4296753.00,US,US,M,0
567,2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
568,2022,Data Analyst,MI,FT,5206869.00,GB,GB,M,0
569,2022,Data Analyst,SE,FT,6365560.00,US,US,M,100
570,2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
571,2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
572,2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
573,2022,Data Analyst,SE,FT,7956950.00,US,US,M,100
574,2022,Data Analyst,SE,FT,5490296.00,US,US,M,100
575,2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
576,2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
577,2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
578,2022,Data Analyst,SE,FT,11941393.00,US,US,M,100
579,2022,Data Engineer,SE,FT,7956950.00,US,US,M,100
580,2022,Data Engineer,SE,FT,1989238.00,US,US,M,100
581,2022,Data Analyst,SE,FT,10065542.00,US,US,M,100
582,2022,Data Analyst,SE,FT,8455055.00,US,US,M,100
583,2022,Data Engineer,SE,FT,17514043.00,US,US,M,100
584,2022,Data Engineer,SE,FT,12737486.00,US,US,M,100
585,2022,Data Analyst,SE,FT,8354798.00,US,US,M,100
586,2022,Data Analyst,SE,FT,8826247.00,US,US,M,100
587,2022,Data Analyst,MI,FT,3644840.00,GB,GB,M,0
588,2022,Data Scientist,SE,FT,11139730.00,US,US,M,100
589,2022,Data Analyst,SE,FT,7877381.00,US,US,M,0
590,2022,Data Analyst,SE,FT,4774170.00,US,US,M,100
591,2022,Data Architect,SE,FT,15322221.00,US,US,M,100
592,2022,Data Architect,SE,FT,11525960.00,US,US,M,100
593,2022,Data Scientist,SE,FT,18300985.00,US,US,M,100
594,2022,Data Scientist,SE,FT,11935425.00,US,US,M,100
595,2022,Data Analytics Manager,SE,FT,11956113.00,US,US,M,100
596,2022,Data Analytics Manager,SE,FT,8695355.00,US,US,M,100
597,2022,Data Scientist,SE,FT,16709595.00,US,US,M,100
598,2022,Data Analyst,SE,FT,13526815.00,US,US,M,100
599,2022,Data Scientist,MI,FT,12731120.00,US,US,M,100
600,2022,Data Scientist,MI,FT,10344035.00,US,US,M,100
601,2022,Data Analyst,EN,FT,5331157.00,CA,CA,M,0
602,2022,Data Analyst,EN,FT,4137614.00,CA,CA,M,0
603,2022,Data Engineer,SE,FT,12253703.00,US,US,M,100
604,2022,Data Engineer,SE,FT,10025757.00,US,US,M,100
605,2022,Data Analyst,SE,FT,10264466.00,US,US,M,0
606,2022,Data Analyst,SE,FT,11935425.00,US,US,M,100
607,2022,AI Scientist,MI,FT,15913900.00,IN,US,L,100
